task_id,harness,benchmark,n_tokens,head_entropy,tail_entropy,delta_entropy,low_ent_share,top1_prob_mean
hle_1,directllm,HLE,32768,0.370316,0.00033,-0.369986,0.2257,0.9666
hle_1008,directllm,HLE,12789,0.421739,0.341789,-0.07995,0.2497,0.8552
hle_1009,directllm,HLE,7341,0.728738,0.449278,-0.27946,0.25,0.7874
hle_1012,directllm,HLE,10228,0.373381,0.331907,-0.041474,0.2493,0.8557
hle_1019,directllm,HLE,7261,0.602269,0.40842,-0.193848,0.25,0.8099
hle_1021,directllm,HLE,7392,0.337409,0.27005,-0.067359,0.2489,0.8949
hle_1022,directllm,HLE,7934,0.45212,0.413065,-0.039055,0.2497,0.8503
hle_1023,directllm,HLE,32768,0.304061,4.8e-05,-0.304013,0.2337,0.9725
hle_1024,directllm,HLE,4956,0.541522,0.425534,-0.115988,0.25,0.8302
hle_1031,directllm,HLE,8864,0.462912,0.330575,-0.132337,0.2492,0.8526
hle_1038,directllm,HLE,10183,0.522196,0.418817,-0.103379,0.2499,0.8278
hle_1045,directllm,HLE,17571,0.188119,0.179134,-0.008985,0.2472,0.9272
hle_1046,directllm,HLE,14632,0.340643,0.205655,-0.134988,0.2487,0.9125
hle_1047,directllm,HLE,5754,0.198932,0.137379,-0.061554,0.2461,0.9225
hle_1048,directllm,HLE,17230,0.47295,0.237059,-0.235891,0.2495,0.8932
hle_1049,directllm,HLE,15579,0.282625,0.263065,-0.01956,0.2488,0.9025
hle_1050,directllm,HLE,11161,0.419781,0.161637,-0.258144,0.2495,0.9172
hle_1051,directllm,HLE,10861,0.16345,0.146903,-0.016548,0.2443,0.9328
hle_1052,directllm,HLE,22869,0.355883,0.213067,-0.142816,0.25,0.9061
hle_1054,directllm,HLE,13185,0.411343,0.287118,-0.124225,0.2493,0.8691
hle_1055,directllm,HLE,7500,0.53429,0.467834,-0.066456,0.2496,0.8118
hle_1056,directllm,HLE,8923,0.306688,0.33317,0.026482,0.248,0.8888
hle_1057,directllm,HLE,11669,0.407735,0.198225,-0.209509,0.2472,0.9034
hle_1058,directllm,HLE,32768,0.304645,4.2e-05,-0.304603,0.2394,0.9729
hle_1066,directllm,HLE,6630,0.656297,0.47455,-0.181747,0.2501,0.7981
hle_1067,directllm,HLE,19599,0.412104,0.249328,-0.162776,0.2498,0.8758
hle_1070,directllm,HLE,9962,0.556391,0.4057,-0.150691,0.2498,0.8353
hle_1071,directllm,HLE,13008,0.324591,0.210609,-0.113982,0.2498,0.9004
hle_1073,directllm,HLE,32768,0.108202,5.1e-05,-0.108151,0.2371,0.9909
hle_1074,directllm,HLE,2092,0.495167,0.312705,-0.182462,0.25,0.8466
hle_1077,directllm,HLE,15628,0.3552,0.179334,-0.175865,0.2478,0.9151
hle_1079,directllm,HLE,32768,0.297433,2.5e-05,-0.297408,0.1555,0.974
hle_108,directllm,HLE,17977,0.272996,0.154587,-0.118409,0.2398,0.9293
hle_1080,directllm,HLE,6532,0.535211,0.422594,-0.112617,0.25,0.8194
hle_1081,directllm,HLE,20068,0.167246,0.220559,0.053313,0.2499,0.9224
hle_1083,directllm,HLE,32768,0.087659,6.9e-05,-0.08759,0.2239,0.9924
hle_1084,directllm,HLE,5946,0.616981,0.450824,-0.166157,0.2501,0.8065
hle_1088,directllm,HLE,32768,0.484149,0.000323,-0.483826,0.2276,0.9525
hle_1089,directllm,HLE,3787,0.666665,0.430903,-0.235762,0.2501,0.8013
hle_109,directllm,HLE,2964,0.635658,0.476269,-0.159389,0.25,0.794
hle_1098,directllm,HLE,12475,0.580243,0.214429,-0.365813,0.2491,0.8646
hle_11,directllm,HLE,11559,0.259062,0.222184,-0.036878,0.2498,0.8951
hle_1108,directllm,HLE,17697,0.212253,0.22642,0.014167,0.247,0.9247
hle_1109,directllm,HLE,21541,0.196675,0.233451,0.036776,0.2435,0.9248
hle_111,directllm,HLE,18060,0.279401,0.112134,-0.167267,0.2472,0.9326
hle_1116,directllm,HLE,14167,0.338094,0.281453,-0.056641,0.2487,0.8891
hle_1119,directllm,HLE,32768,0.32408,0.000194,-0.323885,0.2221,0.9713
hle_112,directllm,HLE,8975,0.275658,0.293387,0.017729,0.2495,0.8822
hle_1120,directllm,HLE,32768,0.126183,5.4e-05,-0.126128,0.1763,0.9892
hle_1126,directllm,HLE,11624,0.328755,0.185429,-0.143326,0.2466,0.9252
hle_1127,directllm,HLE,10262,0.17277,0.159894,-0.012876,0.2433,0.9436
hle_1128,directllm,HLE,8352,0.150412,0.166692,0.01628,0.2415,0.93
hle_1129,directllm,HLE,6902,0.546407,0.467677,-0.078731,0.2501,0.8176
hle_1130,directllm,HLE,12126,0.178195,0.155883,-0.022312,0.2431,0.9334
hle_1133,directllm,HLE,4769,0.60542,0.542912,-0.062507,0.2499,0.7936
hle_1135,directllm,HLE,10941,0.66142,0.333195,-0.328225,0.25,0.8347
hle_1137,directllm,HLE,780,0.332102,0.266714,-0.065388,0.2474,0.9055
hle_1138,directllm,HLE,17240,0.211887,0.142772,-0.069116,0.2487,0.9374
hle_1139,directllm,HLE,12537,0.241904,0.21575,-0.026153,0.2474,0.9151
hle_114,directllm,HLE,14814,0.319023,0.317715,-0.001308,0.2486,0.9157
hle_115,directllm,HLE,13701,0.332484,0.285055,-0.047429,0.2499,0.8883
hle_1150,directllm,HLE,5488,0.536585,0.293299,-0.243286,0.2489,0.8606
hle_1153,directllm,HLE,10882,0.619983,0.367389,-0.252594,0.25,0.8341
hle_1159,directllm,HLE,6933,0.500161,0.411772,-0.088389,0.2497,0.8347
hle_1166,directllm,HLE,7506,0.661266,0.481011,-0.180255,0.2501,0.8046
hle_117,directllm,HLE,32768,0.395488,0.000185,-0.395303,0.2228,0.9601
hle_1174,directllm,HLE,5071,0.637334,0.347836,-0.289498,0.25,0.8245
hle_1177,directllm,HLE,9942,0.643945,0.480178,-0.163767,0.2501,0.7934
hle_1179,directllm,HLE,5624,0.498305,0.428828,-0.069477,0.25,0.8302
hle_118,directllm,HLE,1062,0.484701,0.381975,-0.102726,0.2495,0.8331
hle_1182,directllm,HLE,2379,0.849722,0.444597,-0.405125,0.2501,0.781
hle_1188,directllm,HLE,6666,0.610208,0.460247,-0.149961,0.2501,0.8002
hle_119,directllm,HLE,32768,0.336706,0.0001,-0.336606,0.2408,0.9702
hle_1192,directllm,HLE,7370,0.40654,0.409663,0.003122,0.2501,0.8424
hle_120,directllm,HLE,32768,0.144274,4.5e-05,-0.144229,0.2054,0.9873
hle_1207,directllm,HLE,6568,0.673026,0.50491,-0.168115,0.25,0.7925
hle_1219,directllm,HLE,7289,0.596508,0.531513,-0.064995,0.25,0.8003
hle_1220,directllm,HLE,8442,0.537161,0.410174,-0.126987,0.2501,0.8254
hle_123,directllm,HLE,32768,0.153418,0.000105,-0.153313,0.2324,0.9869
hle_1231,directllm,HLE,8578,0.421726,0.366148,-0.055578,0.2499,0.8586
hle_1234,directllm,HLE,6630,0.585347,0.396096,-0.189251,0.2501,0.8275
hle_1235,directllm,HLE,2655,0.557402,0.39654,-0.160863,0.2501,0.8316
hle_1249,directllm,HLE,5905,0.486894,0.436119,-0.050775,0.25,0.8161
hle_126,directllm,HLE,4977,0.526563,0.350597,-0.175967,0.2499,0.8344
hle_13,directllm,HLE,8118,0.298983,0.238962,-0.060022,0.2466,0.907
hle_131,directllm,HLE,3677,0.538344,0.402921,-0.135423,0.2499,0.8109
hle_136,directllm,HLE,14334,0.275915,0.268512,-0.007403,0.2487,0.9052
hle_138,directllm,HLE,32768,0.221219,0.000101,-0.221119,0.2421,0.9717
hle_14,directllm,HLE,32768,0.287551,0.000189,-0.287362,0.2128,0.9741
hle_141,directllm,HLE,5946,0.45477,0.414107,-0.040663,0.2501,0.8356
hle_142,directllm,HLE,5103,0.460519,0.440784,-0.019735,0.25,0.8228
hle_144,directllm,HLE,16484,0.353717,0.219119,-0.134598,0.2497,0.8979
hle_145,directllm,HLE,3263,0.652421,0.391936,-0.260486,0.2501,0.8072
hle_155,directllm,HLE,20960,0.399763,0.24505,-0.154712,0.25,0.8858
hle_158,directllm,HLE,32768,0.301682,7.5e-05,-0.301606,0.2053,0.9739
hle_16,directllm,HLE,13898,0.581178,0.338402,-0.242776,0.25,0.821
hle_167,directllm,HLE,7152,0.172944,0.181216,0.008272,0.2482,0.9326
hle_169,directllm,HLE,9097,0.553691,0.339899,-0.213792,0.25,0.8438
hle_176,directllm,HLE,7899,0.464009,0.339955,-0.124055,0.2498,0.8564
hle_178,directllm,HLE,7548,0.389952,0.365876,-0.024076,0.2499,0.8568
hle_179,directllm,HLE,5403,0.484769,0.383439,-0.101331,0.2495,0.8341
hle_184,directllm,HLE,2192,0.770675,0.48223,-0.288445,0.25,0.7843
hle_185,directllm,HLE,7769,0.600516,0.273244,-0.327272,0.2497,0.836
hle_187,directllm,HLE,4246,0.312729,0.221409,-0.09132,0.2499,0.8859
hle_189,directllm,HLE,4047,0.353247,0.300632,-0.052615,0.2501,0.8603
hle_191,directllm,HLE,1486,0.51793,0.437283,-0.080647,0.249,0.8195
hle_193,directllm,HLE,5153,0.514931,0.423002,-0.091929,0.25,0.814
hle_210,directllm,HLE,15241,0.33465,0.280229,-0.05442,0.2498,0.8936
hle_212,directllm,HLE,32768,0.080813,0.000158,-0.080655,0.2485,0.9928
hle_218,directllm,HLE,7777,0.658541,0.460416,-0.198125,0.25,0.8029
hle_236,directllm,HLE,6883,0.408768,0.352297,-0.056471,0.25,0.857
hle_241,directllm,HLE,7533,0.616835,0.342423,-0.274413,0.2498,0.8359
hle_242,directllm,HLE,10135,0.476281,0.31905,-0.157231,0.2496,0.8581
hle_243,directllm,HLE,7851,0.433727,0.447785,0.014058,0.2498,0.8283
hle_251,directllm,HLE,4409,0.563594,0.51807,-0.045524,0.2499,0.7944
hle_262,directllm,HLE,3004,0.643741,0.484846,-0.158895,0.25,0.7938
hle_267,directllm,HLE,6992,0.575358,0.479871,-0.095487,0.25,0.8147
hle_27,directllm,HLE,5546,0.472033,0.375986,-0.096047,0.2499,0.8419
hle_272,directllm,HLE,8922,0.679522,0.395288,-0.284234,0.2501,0.8161
hle_278,directllm,HLE,32768,0.434628,0.000195,-0.434434,0.2433,0.9619
hle_280,directllm,HLE,4089,0.660812,0.57131,-0.089502,0.2499,0.7844
hle_283,directllm,HLE,8935,0.756554,0.341028,-0.415526,0.25,0.8106
hle_288,directllm,HLE,32768,0.065306,0.000129,-0.065176,0.2374,0.9944
hle_293,directllm,HLE,7057,0.587089,0.524446,-0.062643,0.25,0.7917
hle_294,directllm,HLE,8906,0.389052,0.318897,-0.070156,0.2501,0.8648
hle_302,directllm,HLE,5641,0.705088,0.420346,-0.284741,0.25,0.7999
hle_309,directllm,HLE,14353,0.317065,0.352832,0.035768,0.2487,0.8694
hle_32,directllm,HLE,12075,0.376264,0.402877,0.026613,0.25,0.8462
hle_328,directllm,HLE,16393,0.418249,0.153961,-0.264288,0.2488,0.8919
hle_329,directllm,HLE,10324,0.286912,0.40084,0.113928,0.2494,0.8564
hle_330,directllm,HLE,9768,0.44518,0.345864,-0.099316,0.25,0.8647
hle_331,directllm,HLE,6501,0.487119,0.518899,0.03178,0.25,0.817
hle_335,directllm,HLE,8704,0.504507,0.30199,-0.202517,0.2499,0.8515
hle_337,directllm,HLE,15815,0.563988,0.139332,-0.424656,0.2486,0.8795
hle_338,directllm,HLE,4157,0.719065,0.462043,-0.257022,0.2499,0.7871
hle_341,directllm,HLE,32768,0.04052,0.000118,-0.040402,0.2494,0.9965
hle_344,directllm,HLE,10675,0.681337,0.419761,-0.261575,0.25,0.8056
hle_346,directllm,HLE,4304,0.653511,0.360336,-0.293174,0.25,0.8214
hle_35,directllm,HLE,3560,0.388037,0.317968,-0.070069,0.25,0.8578
hle_350,directllm,HLE,32768,0.48979,0.000283,-0.489506,0.2373,0.952
hle_351,directllm,HLE,7413,0.536723,0.425049,-0.111674,0.25,0.8198
hle_354,directllm,HLE,4599,0.625463,0.509668,-0.115795,0.2498,0.8024
hle_358,directllm,HLE,5828,0.539546,0.377125,-0.162421,0.25,0.8372
hle_366,directllm,HLE,32768,0.49391,0.000391,-0.49352,0.2274,0.9474
hle_368,directllm,HLE,5984,0.390934,0.375773,-0.015161,0.2498,0.8524
hle_37,directllm,HLE,9925,0.769936,0.421465,-0.348471,0.25,0.7975
hle_370,directllm,HLE,29906,0.342378,0.149475,-0.192903,0.2468,0.9219
hle_371,directllm,HLE,32768,0.132672,7.7e-05,-0.132595,0.2416,0.9884
hle_376,directllm,HLE,20318,0.169608,0.21292,0.043311,0.2496,0.926
hle_380,directllm,HLE,2655,0.533677,0.366156,-0.167521,0.2501,0.8342
hle_382,directllm,HLE,12549,0.360305,0.210821,-0.149484,0.2494,0.897
hle_383,directllm,HLE,6341,0.598414,0.442998,-0.155416,0.2498,0.8174
hle_385,directllm,HLE,1494,0.401053,0.303958,-0.097095,0.2503,0.8657
hle_388,directllm,HLE,3853,0.480228,0.479358,-0.00087,0.2499,0.8162
hle_389,directllm,HLE,9315,0.258707,0.206325,-0.052382,0.249,0.9198
hle_39,directllm,HLE,5623,0.495788,0.444057,-0.051731,0.2499,0.8213
hle_392,directllm,HLE,5873,0.347223,0.284612,-0.062611,0.2498,0.8836
hle_402,directllm,HLE,10621,0.300601,0.185158,-0.115443,0.2461,0.9165
hle_403,directllm,HLE,5617,0.53749,0.332461,-0.205029,0.2489,0.8451
hle_41,directllm,HLE,6153,0.461846,0.358669,-0.103177,0.2493,0.8488
hle_410,directllm,HLE,8135,0.341616,0.232238,-0.109377,0.2486,0.9037
hle_417,directllm,HLE,6922,0.344743,0.26459,-0.080153,0.2492,0.8809
hle_420,directllm,HLE,32768,0.086952,0.000581,-0.086371,0.2479,0.9926
hle_426,directllm,HLE,7389,0.73571,0.479781,-0.255929,0.25,0.7893
hle_427,directllm,HLE,7924,0.726082,0.479971,-0.246112,0.25,0.7843
hle_429,directllm,HLE,4857,0.449234,0.306647,-0.142587,0.2499,0.8437
hle_432,directllm,HLE,7761,0.559807,0.277128,-0.282678,0.2498,0.8453
hle_433,directllm,HLE,13204,0.242261,0.234695,-0.007566,0.2486,0.8972
hle_434,directllm,HLE,2675,0.215002,0.206314,-0.008688,0.2467,0.8987
hle_435,directllm,HLE,14184,0.354017,0.1967,-0.157317,0.2493,0.9026
hle_44,directllm,HLE,32768,0.242364,0.000308,-0.242055,0.2451,0.9716
hle_441,directllm,HLE,19712,0.376877,0.229477,-0.1474,0.2495,0.8911
hle_450,directllm,HLE,4733,0.585939,0.505515,-0.080424,0.2499,0.7944
hle_451,directllm,HLE,4256,0.486549,0.405615,-0.080933,0.25,0.8161
hle_452,directllm,HLE,7248,0.570019,0.333359,-0.23666,0.25,0.8421
hle_454,directllm,HLE,32768,0.243389,8e-05,-0.243309,0.2291,0.9704
hle_456,directllm,HLE,8665,0.341476,0.274563,-0.066913,0.2485,0.883
hle_46,directllm,HLE,5586,0.555984,0.423559,-0.132425,0.2499,0.8168
hle_460,directllm,HLE,5167,0.738289,0.5234,-0.214889,0.25,0.7778
hle_461,directllm,HLE,18710,0.474724,0.208383,-0.266341,0.2489,0.8903
hle_463,directllm,HLE,4407,0.539354,0.503664,-0.03569,0.2501,0.8044
hle_467,directllm,HLE,24584,0.224768,0.130351,-0.094417,0.2498,0.9304
hle_470,directllm,HLE,32768,0.189026,0.000139,-0.188887,0.2452,0.9816
hle_473,directllm,HLE,22568,0.40266,0.252345,-0.150315,0.2496,0.8888
hle_476,directllm,HLE,21023,0.30342,0.141802,-0.161618,0.2464,0.9187
hle_48,directllm,HLE,5288,0.638105,0.542797,-0.095308,0.25,0.7813
hle_486,directllm,HLE,9148,0.403406,0.340811,-0.062595,0.2497,0.8579
hle_496,directllm,HLE,32768,0.356346,8.7e-05,-0.356259,0.2371,0.9604
hle_497,directllm,HLE,13858,0.483008,0.214605,-0.268403,0.2498,0.8706
hle_498,directllm,HLE,32768,0.178714,4.7e-05,-0.178667,0.2324,0.9849
hle_499,directllm,HLE,8353,0.527262,0.359752,-0.16751,0.2495,0.8383
hle_50,directllm,HLE,29144,0.353204,0.151594,-0.20161,0.2483,0.9167
hle_508,directllm,HLE,11246,0.670839,0.431078,-0.239762,0.25,0.7977
hle_52,directllm,HLE,32768,0.439097,0.00018,-0.438918,0.2429,0.9541
hle_522,directllm,HLE,12114,0.512074,0.322243,-0.189831,0.2497,0.85
hle_526,directllm,HLE,8087,0.611546,0.411236,-0.20031,0.2497,0.8244
hle_53,directllm,HLE,4278,0.231702,0.253753,0.022052,0.2473,0.9221
hle_531,directllm,HLE,32768,0.100291,5.4e-05,-0.100236,0.2195,0.9916
hle_532,directllm,HLE,12419,0.303603,0.204145,-0.099457,0.2487,0.9063
hle_533,directllm,HLE,16068,0.320456,0.250678,-0.069778,0.2483,0.8852
hle_539,directllm,HLE,14935,0.522873,0.120708,-0.402165,0.2485,0.9015
hle_54,directllm,HLE,6738,0.57707,0.323885,-0.253184,0.2501,0.8378
hle_543,directllm,HLE,4697,0.537667,0.447049,-0.090619,0.2499,0.8222
hle_547,directllm,HLE,32768,0.257842,3.8e-05,-0.257804,0.1711,0.9769
hle_548,directllm,HLE,18638,0.355821,0.209603,-0.146218,0.2478,0.9101
hle_556,directllm,HLE,5748,0.70614,0.383425,-0.322715,0.25,0.8037
hle_568,directllm,HLE,12620,0.438856,0.3101,-0.128756,0.25,0.8643
hle_582,directllm,HLE,21716,0.11693,0.061732,-0.055199,0.2449,0.9662
hle_583,directllm,HLE,23885,0.1845,0.085801,-0.098699,0.2474,0.948
hle_59,directllm,HLE,3905,0.651689,0.529649,-0.12204,0.2499,0.7831
hle_591,directllm,HLE,32768,0.422,0.000103,-0.421898,0.2387,0.9429
hle_592,directllm,HLE,11142,0.352565,0.313714,-0.038851,0.249,0.8769
hle_593,directllm,HLE,5853,0.22541,0.248168,0.022757,0.2481,0.9033
hle_598,directllm,HLE,9376,0.277809,0.198068,-0.079741,0.2485,0.9193
hle_60,directllm,HLE,9589,0.291993,0.323342,0.03135,0.25,0.8688
hle_603,directllm,HLE,32768,0.327718,0.00026,-0.327458,0.2414,0.9585
hle_604,directllm,HLE,11076,0.278562,0.223974,-0.054588,0.2475,0.908
hle_607,directllm,HLE,12328,0.35543,0.298269,-0.057161,0.25,0.8759
hle_614,directllm,HLE,7929,0.370236,0.361589,-0.008646,0.2498,0.8329
hle_625,directllm,HLE,5860,0.474742,0.418734,-0.056007,0.2495,0.8397
hle_633,directllm,HLE,11369,0.482896,0.412614,-0.070282,0.2499,0.8386
hle_636,directllm,HLE,10054,0.577317,0.355149,-0.222168,0.2499,0.8305
hle_643,directllm,HLE,32768,0.144945,0.000164,-0.144781,0.2278,0.9873
hle_647,directllm,HLE,7258,0.423141,0.295413,-0.127728,0.2498,0.8525
hle_653,directllm,HLE,3801,0.443669,0.504441,0.060772,0.2499,0.8255
hle_654,directllm,HLE,9492,0.587981,0.363189,-0.224793,0.25,0.8269
hle_655,directllm,HLE,32768,0.053919,1.4e-05,-0.053905,0.1927,0.9954
hle_660,directllm,HLE,32768,0.072467,0.000201,-0.072267,0.2356,0.9938
hle_661,directllm,HLE,20581,0.373554,0.104859,-0.268695,0.2466,0.9125
hle_668,directllm,HLE,6141,0.653599,0.454779,-0.19882,0.25,0.805
hle_677,directllm,HLE,6244,0.631093,0.423588,-0.207504,0.25,0.8045
hle_678,directllm,HLE,7138,0.473777,0.337826,-0.13595,0.2498,0.8431
hle_68,directllm,HLE,32768,0.249342,0.000171,-0.249171,0.2395,0.9785
hle_681,directllm,HLE,14623,0.388998,0.207214,-0.181784,0.2494,0.8944
hle_687,directllm,HLE,8050,0.290247,0.233011,-0.057236,0.2493,0.9056
hle_688,directllm,HLE,2581,0.379538,0.347759,-0.031779,0.2499,0.8723
hle_690,directllm,HLE,32768,0.432773,0.000557,-0.432216,0.2035,0.9614
hle_692,directllm,HLE,19176,0.28339,0.207332,-0.076058,0.247,0.9102
hle_694,directllm,HLE,6287,0.659813,0.422938,-0.236875,0.25,0.809
hle_696,directllm,HLE,20193,0.244576,0.213766,-0.030809,0.2483,0.9136
hle_697,directllm,HLE,7765,0.759791,0.49081,-0.268981,0.25,0.7743
hle_698,directllm,HLE,6181,0.212674,0.154685,-0.057989,0.2493,0.9335
hle_699,directllm,HLE,7720,0.483356,0.349317,-0.134039,0.25,0.8346
hle_70,directllm,HLE,5798,0.558863,0.424487,-0.134376,0.2501,0.8089
hle_700,directllm,HLE,5945,0.523809,0.417521,-0.106288,0.25,0.8205
hle_705,directllm,HLE,32768,0.092147,4.8e-05,-0.0921,0.2209,0.9923
hle_707,directllm,HLE,23926,0.326935,0.154599,-0.172336,0.248,0.9123
hle_708,directllm,HLE,32768,0.360586,0.000476,-0.36011,0.1887,0.9669
hle_711,directllm,HLE,17265,0.268532,0.144593,-0.12394,0.2488,0.928
hle_72,directllm,HLE,32768,0.273118,0.001055,-0.272063,0.2444,0.9486
hle_724,directllm,HLE,11550,0.48558,0.228095,-0.257485,0.2497,0.8706
hle_728,directllm,HLE,25906,0.212876,0.079928,-0.132948,0.2469,0.9395
hle_747,directllm,HLE,11587,0.457136,0.259174,-0.197962,0.2493,0.8592
hle_75,directllm,HLE,11415,0.466877,0.349601,-0.117276,0.25,0.8505
hle_752,directllm,HLE,9045,0.323364,0.273331,-0.050033,0.2492,0.8765
hle_773,directllm,HLE,3941,0.403358,0.324305,-0.079053,0.2499,0.8597
hle_779,directllm,HLE,9319,0.260271,0.220646,-0.039625,0.2482,0.8997
hle_787,directllm,HLE,32768,0.329781,0.000214,-0.329567,0.2263,0.9702
hle_790,directllm,HLE,6756,0.309884,0.277344,-0.03254,0.2499,0.892
hle_791,directllm,HLE,9699,0.459758,0.37454,-0.085218,0.25,0.8386
hle_792,directllm,HLE,19236,0.345827,0.220652,-0.125175,0.2489,0.9045
hle_800,directllm,HLE,32768,0.481155,0.000309,-0.480846,0.2358,0.9573
hle_801,directllm,HLE,4797,0.316233,0.266203,-0.050029,0.2497,0.884
hle_805,directllm,HLE,11487,0.249557,0.131593,-0.117964,0.2476,0.9335
hle_807,directllm,HLE,32768,0.08184,0.000104,-0.081737,0.2392,0.9926
hle_808,directllm,HLE,32768,0.307757,8.7e-05,-0.30767,0.1643,0.9733
hle_810,directllm,HLE,16890,0.334385,0.262155,-0.072231,0.2484,0.8845
hle_812,directllm,HLE,6415,0.464124,0.430365,-0.033759,0.25,0.8331
hle_814,directllm,HLE,32768,0.090653,5e-05,-0.090603,0.239,0.9925
hle_819,directllm,HLE,22568,0.345459,0.222198,-0.123261,0.2469,0.9136
hle_822,directllm,HLE,6941,0.313031,0.141664,-0.171367,0.2482,0.922
hle_825,directllm,HLE,32768,0.098743,0.000109,-0.098634,0.2478,0.9909
hle_827,directllm,HLE,14945,0.390481,0.157407,-0.233074,0.2476,0.9157
hle_829,directllm,HLE,21978,0.303904,0.234105,-0.069798,0.2477,0.9006
hle_830,directllm,HLE,9747,0.332542,0.352497,0.019955,0.2489,0.8712
hle_831,directllm,HLE,8450,0.293888,0.239186,-0.054702,0.2488,0.8954
hle_834,directllm,HLE,9314,0.030068,0.233783,0.203715,0.2495,0.9572
hle_835,directllm,HLE,32768,0.209683,4e-05,-0.209643,0.2231,0.9807
hle_84,directllm,HLE,32768,0.242171,0.000125,-0.242046,0.2375,0.9785
hle_85,directllm,HLE,9070,0.582236,0.411344,-0.170892,0.2501,0.8109
hle_855,directllm,HLE,16109,0.35771,0.230731,-0.126979,0.2491,0.8883
hle_867,directllm,HLE,19028,0.220126,0.089683,-0.130442,0.2488,0.9298
hle_87,directllm,HLE,6114,0.566045,0.445442,-0.120602,0.2501,0.8128
hle_875,directllm,HLE,17348,0.484607,0.205299,-0.279308,0.2497,0.8747
hle_876,directllm,HLE,7967,0.378132,0.376108,-0.002024,0.2499,0.8586
hle_877,directllm,HLE,5156,0.395069,0.415307,0.020237,0.2498,0.8412
hle_88,directllm,HLE,10886,0.415132,0.315346,-0.099786,0.2495,0.8529
hle_880,directllm,HLE,32768,0.290559,0.000196,-0.290364,0.2384,0.9557
hle_883,directllm,HLE,10683,0.356383,0.303879,-0.052504,0.2494,0.8742
hle_885,directllm,HLE,12656,0.436947,0.389457,-0.04749,0.2499,0.844
hle_892,directllm,HLE,19784,0.236504,0.122906,-0.113598,0.2466,0.9379
hle_893,directllm,HLE,13441,0.369411,0.281932,-0.087478,0.249,0.8802
hle_894,directllm,HLE,15357,0.452183,0.236458,-0.215725,0.2499,0.8738
hle_897,directllm,HLE,13202,0.320744,0.225033,-0.095711,0.2498,0.9097
hle_905,directllm,HLE,32768,0.201858,3.9e-05,-0.201819,0.1966,0.9826
hle_911,directllm,HLE,11880,0.403261,0.311957,-0.091304,0.2497,0.8628
hle_917,directllm,HLE,32768,0.371262,0.000491,-0.370771,0.2372,0.956
hle_921,directllm,HLE,4621,0.601008,0.404361,-0.196647,0.2499,0.8299
hle_923,directllm,HLE,3471,0.183674,0.214846,0.031172,0.2498,0.9217
hle_926,directllm,HLE,7815,0.601292,0.41287,-0.188422,0.25,0.8213
hle_930,directllm,HLE,14436,0.231382,0.234011,0.00263,0.2471,0.9209
hle_931,directllm,HLE,18024,0.368125,0.20493,-0.163195,0.2464,0.9109
hle_934,directllm,HLE,32768,0.512706,0.000595,-0.512112,0.2493,0.9431
hle_935,directllm,HLE,6936,0.488344,0.513812,0.025468,0.25,0.8042
hle_936,directllm,HLE,21132,0.346984,0.184119,-0.162865,0.2486,0.9039
hle_937,directllm,HLE,7034,0.608603,0.431116,-0.177487,0.2501,0.8033
hle_938,directllm,HLE,32768,0.099929,5.7e-05,-0.099872,0.2302,0.9915
hle_942,directllm,HLE,32768,0.15399,0.000142,-0.153848,0.2104,0.9838
hle_945,directllm,HLE,7646,0.516431,0.271677,-0.244755,0.2497,0.8542
hle_948,directllm,HLE,7226,0.20707,0.268849,0.06178,0.2492,0.9001
hle_95,directllm,HLE,6419,0.446414,0.438141,-0.008273,0.25,0.8278
hle_966,directllm,HLE,4872,0.604783,0.489898,-0.114885,0.25,0.7986
hle_967,directllm,HLE,5868,0.714254,0.432639,-0.281615,0.25,0.8009
hle_969,directllm,HLE,32768,0.174917,0.1238,-0.051117,0.2403,0.944
hle_970,directllm,HLE,32768,0.378018,0.000364,-0.377654,0.2222,0.9606
hle_971,directllm,HLE,1934,0.413899,0.347655,-0.066244,0.2497,0.8577
hle_978,directllm,HLE,6554,0.410909,0.270584,-0.140325,0.2492,0.8784
hle_98,directllm,HLE,2078,0.251063,0.177233,-0.07383,0.2502,0.9092
hle_980,directllm,HLE,19602,0.295723,0.15288,-0.142843,0.2486,0.9184
hle_981,directllm,HLE,7651,0.427807,0.398559,-0.029249,0.25,0.8294
hle_988,directllm,HLE,6066,0.540257,0.428303,-0.111954,0.2501,0.813
hle_997,directllm,HLE,12013,0.338483,0.24007,-0.098414,0.2499,0.8992
hle_999,directllm,HLE,32768,0.081064,3.1e-05,-0.081033,0.1927,0.9926
hle_1,opencode,HLE,448,0.318588,0.24039,-0.078198,0.25,0.88
hle_1008,opencode,HLE,41439,0.083046,0.000406,-0.08264,0.2493,0.9932
hle_1009,opencode,HLE,801,0.452269,0.403352,-0.048917,0.2497,0.8282
hle_1012,opencode,HLE,1746,0.241075,0.187988,-0.053087,0.2503,0.8675
hle_1019,opencode,HLE,952,0.522209,0.364577,-0.157632,0.25,0.8422
hle_1021,opencode,HLE,1044,0.179684,0.168176,-0.011509,0.25,0.9148
hle_1022,opencode,HLE,1108,0.33121,0.321879,-0.009331,0.25,0.8566
hle_1023,opencode,HLE,42391,0.078908,0.001152,-0.077756,0.2496,0.9927
hle_1024,opencode,HLE,814,0.320433,0.327994,0.007561,0.2506,0.8698
